"File Number","Facility","Type","Street Address","City","Zip","Phone Number","Licensed Beds"
"11969463","WATERCREST PALM BEACH GARDENS","Assisted Living Facility","13465 PASTEUR BLVD","PALM BEACH GARDENS","33418","(561) 227-0065","256"
"11969465","S & S SENIOR CARE LLC","Assisted Living Facility","10601 SW 142ND AVE","MIAMI","33186","(786) 512-2474","6"
"11969468","ANGELA'S CARE INC","Assisted Living Facility","1680 NW 28TH AVE","MIAMI","33125","(786) 542-5239","6"
"11969471","TUSCAN GARDENS OF PALM COAST","Assisted Living Facility","650 COLBERT LANE","PALM COAST","32137","(386) 597-1588","160"
"11969472","UNITED LIVES LEISURE FACILITIES, INC","Assisted Living Facility","24167 SW 114TH CT","HOMESTEAD","33032","(786) 514-3467","6"
"11969473","NAINA'S ANGELIC HANDS ASSISTED LIVING LLC","Assisted Living Facility","6260 NW TOPAZ WAY","PORT SAINT LUCIE","34983","(772) 359-6800","6"
"11969474","BRENDLYN ASSISTED LIVING LLC","Assisted Living Facility","9 FIELDSTONE LN","PALM COAST","32137-9235","(386) 225-4672","6"
"11969476","MEDITERRANEAN ASSISTED LIVING FACILITY CORP","Assisted Living Facility","4427 MEDITERRANEAN RD","LAKE WORTH","33461","(561) 814-5086","6"
"11969477","AMAVIDA AT LAKES PARK","Assisted Living Facility","7669 CALISTOBLE LOOP","FORT MYERS","33908","(239) 237-0501","185"
"11969478","THE COURTYARD AT GRANADA","Assisted Living Facility","1501 GRANADA BOULEVARD","KISSIMMEE","34746","(407) 401-9176","14"
"11969479","A LOVING HAND FACILITY CARE LLC","Assisted Living Facility","554 KILPATRICK AVE","PORT SAINT LUCIE","34983","(561) 856-9806","6"
"11969482","PRINCE ADAM'S  PLACE LLC","Assisted Living Facility","2346 B SCOTT ST","HOLLYWOOD","33020","(954) 854-3889","6"
"11969485","SUNSHINE HARBOR ASSISTED LIVING FACILITY","Assisted Living Facility","370 BLARNEY ST","PORT CHARLOTTE","33954","(720) 295-3488","6"
"11969486","LEEWARD ISLE HOMES LLC","Assisted Living Facility","740 NW 85TH WAY","PEMBROKE PINES","33024","(941) 718-9134","6"
"11969487","SILVER YEARS ALF, INC","Assisted Living Facility","10220 SW 164TH ST","MIAMI","33157","(786) 478-8888","6"
"11969488","WINGS OF LOVE ASSISTED LIVING LLC","Assisted Living Facility","4 BANYAN CRSE","OCALA","34472-2049","(352) 502-0677","6"
"11969489","SEASCAPE AT NAPLES LLC","Assisted Living Facility","3490 THRIVE DR","NAPLES","34105","(239) 354-7081","179"
"11969490","TRINITY SPRINGS","Assisted Living Facility","12120 COUNTY RD 103","OXFORD","34484","(352) 633-4030","235"
"11969491","BLESSINGS ASSISTED LIVING","Assisted Living Facility","2449 SW HUMBER CT","PORT SAINT LUCIE","34953","(772) 359-7864","6"
"11969492","A&D TENDER LOVING CARE, LLC","Assisted Living Facility","150 NE 18TH ST","POMPANO BEACH","33060","(954) 944-0406","6"
"11969493","VICTORIAN FLORAL GARDENS LLC","Assisted Living Facility","962 NANCY CT","KISSIMMEE","34759-3802","(407) 346-8686","7"
"11969494","MILY'S SWEET HOME ALF INC","Assisted Living Facility","8723 N HYALEAH RD","TAMPA","33617","(813) 850-5408","5"
"11969495","THE ADDISON OF PORT ORANGE","Assisted Living Facility","812 AIRPORT RD","PORT ORANGE","32128","(386) 888-6565","80"
"11969496","DISCOVERY VILLAGE AT STUART","Assisted Living Facility","2625 SE COVE RD","STUART","34997","(772) 266-2500","135"
"11969498","ORMOND MANOR","Assisted Living Facility","495 STERTHAUS DRIVE","ORMOND BEACH","32174","(386) 238-9552","26"
"11969500","APREA HOME HEALTH INC","Assisted Living Facility","840 SW 5TH ST","FLORIDA CITY","33034-4611","(786) 684-2736","8"
"11969502","APPLE ALF LLC","Assisted Living Facility","5200 SW 6TH ST","PLANTATION","33317","(954) 203-4361","6"
"11969503","DISCOVERY VILLAGE AT WESTCHASE","Assisted Living Facility","11330 COUNTRYWAY BOULEVARD","TAMPA","33626","(813) 654-7194","140"
"11969504","DISCOVERY COMMONS HOBE SOUND","Assisted Living Facility","5785 SE PINEHURST TRL","HOBE SOUND","33455","(772) 212-4740","144"
"11969505","EXCELSIOR OMEGA # 2","Assisted Living Facility","2731 23RD ST","SARASOTA","34234","(941) 371-4091","6"
"11969506","PADDOCK RIDGE AT OCALA","Assisted Living Facility","4001 SW 33RD COURT","OCALA","34474","(352) 812-5151","112"
"11969507","DISCOVERY VILLAGE AT DEERWOOD","Assisted Living Facility","10520 VALIDUS DR","JACKSONVILLE","32256","(904) 667-3500","172"
"11969509","THE LAKESIDE AT AMELIA ISLAND","Assisted Living Facility","649 AMELIA ISLAND PARKWAY","FERNANDINA BEACH","32034","(904) 637-1559","100"
"11969510","ELAN MANATEE","Assisted Living Facility","7375 STONE RIVER RD","BRADENTON","34203","(941) 213-5555","95"
"11969511","WRIGHT MANOR, LLC","Assisted Living Facility","2550 SANDLEWOOD CIR","ORANGE PARK","32065","(904) 276-1778","8"
"11969512","SILVER TREASURES AT ORANGE PARK, LLC","Assisted Living Facility","2067 PROFESSIONAL CENTER DR","ORANGE PARK","32073-4461","(904) 830-1030","32"
"11969516","SAGRADO CORAZON ALF CORP","Assisted Living Facility","4051 SW 95 AVE","MIAMI","33165","(786) 332-2553","6"
"11969519","VILLAS AT KILLEARN LAKES","Assisted Living Facility","8213 KILLEARN LAKES TERRACE","TALLAHASSEE","32312","(850) 391-1754","84"
"11969521","GRACE MANOR AT HUNTERS CREEK LLC","Assisted Living Facility","765 W GRANT ST","PLANT CITY","33563","(813) 743-3701","76"
"11969522","THE PRESERVE","Assisted Living Facility","14750 HOPE CENTER LOOP","FORT MYERS","33912","(239) 574-0078","38"
"11969523","EL COCHERO ALF CORP","Assisted Living Facility","3012 ROBSON ST","TAMPA","33614","(813) 512-6012","6"
"11969526","LIBRADOS HOME CARE, LLC","Assisted Living Facility","3910 SPOONBILL AVE","ORLANDO","32822","(407) 968-7158","7"
"11969528","STELLAR ALF II, LLC","Assisted Living Facility","3055 NW FLAGLER TERR","MIAMI","33125","(786) 703-8140","6"
"11969529","RENLIV MANOR ALF LLC","Assisted Living Facility","17930 62ND RD NORTH","LOXAHATCHEE","33470","(561) 247-7531","5"
"11969531","DONNA'S ASSISTED LIVING FACILITY LLC","Assisted Living Facility","149 HAGERSTOWN ST SW","PALM BAY","32908","(321) 327-4926","5"
"11969532","PEARL HOUSE ALF, LLC","Assisted Living Facility","2083 FLORIDA MANGO RD","WEST PALM BEACH","33406","(561) 469-9479","6"
"11969533","LOTUS HOME OF WINTER PARK LLC","Assisted Living Facility","2030 HIDDEN COVE","WINTER PARK","32792","(407) 739-7931","6"
"11969535","MAGNOLIA SENIOR LIVING, LLC","Assisted Living Facility","3935 UPPER CREEK DR","SUN CITY CENTER","33573","(813) 503-0624","50"
"11969540","HART ASSISTED LIVING, LLC","Assisted Living Facility","3641 NW 79TH AVE","CORAL SPRINGS","33065","(754) 245-7251","6"
"11969541","HOME SWEET HOME ALF, LLC","Assisted Living Facility","36 BRONSON LN","PALM COAST","32137","(386) 307-2407","6"
"11969543","VILLAGE VERANDA AT LADY LAKE","Assisted Living Facility","955 S US HIGHWAY 441","LADY LAKE","32159-5208","(352) 268-3523","145"
"11969544","GRACE MANOR","Assisted Living Facility","221 SW YAGER PL","PORT SAINT LUCIE","34953","(772) 812-8749","6"
"11969546","THE RHEMA HOUSE ASSISTED LIVING FACILITY INC","Assisted Living Facility","2910 MICHAEL DR","PENSACOLA","32505","(850) 602-5725","7"
"11969549","S & M ASSISTED LIVING FACILITY LLC","Assisted Living Facility","9950 NW 24TH AVE","MIAMI","33147","(305) 744-3871","8"
"11969551","CANTERFIELD OF TALLAHASSEE, LLC","Assisted Living Facility","208 E THARPE ST","TALLAHASSEE","32303","(850) 900-5500","100"
"11969552","SUNSHINE SENIOR LIVING","Assisted Living Facility","1722 CURLEW RD","DUNEDIN","34698","(727) 307-6008","12"
"11969553","GRAND LIVING AT TAMAYA","Assisted Living Facility","3270 TAMAYA BLVD","JACKSONVILLE","32246","(904) 410-8500","215"
"11969554","BRITO'S HOME 3 LLC","Assisted Living Facility","19059 NW 77TH PL","MIAMI GARDENS","33015","(786) 565-9090","6"
"11969556","VILLAS OF HOLLY BROOK - BRADENTON COVE","Assisted Living Facility","3503 14TH ST W","BRADENTON","34205","(941) 216-1455","76"
"11969557","TWO SISTERS RETIREMENT HOME INC","Assisted Living Facility","15731 SW 59 TERR","MIAMI","33193","(786) 536-7153","6"
"11969558","VHIN CARES-BUCKHORN","Assisted Living Facility","2504 BUCKHORN TRACE CT","VALRICO","33594","(813) 278-8340","6"
"11969559","AURORA 25 ALF CORP","Assisted Living Facility","8331 S W 27 ST","MIAMI","33155","(786) 238-5244","6"
"11969560","THE MONARCH AT COCONUT CREEK ASSISTED LIVING AND MEMORY CARE","Assisted Living Facility","5461 JOHNSON RD","COCONUT CREEK","33073","(954) 246-7000","96"
"11969561","FIVE STARS ALF INC","Assisted Living Facility","16151 SW 151 TERR","MIAMI","33196","(786) 701-8288","6"
"11969562","BLUE RIBBON CARE ASSISTED LIVING FACILITY II, LLC","Assisted Living Facility","22594 SW 65TH TERR","BOCA RATON","33428","(786) 510-0286","6"
"11969563","AUM HAVEN ALF","Assisted Living Facility","2763 CARMEL CT","KISSIMMEE","34746","(941) 807-4177","10"
"11969565","DIAMOND EDGEWATER","Assisted Living Facility","2010 S. RIDGEWOOD AVE","EDGEWATER","32141","(386) 410-5145","78"
"11969566","PINEDALE GARDENS ASSISTED LIVING INC","Assisted Living Facility","1861 S PINEDALE RD","EDGEWATER","32141","(386) 847-8997","8"
"11969567","ASSISTED LIVING OF WESTCHESTER, LLC","Assisted Living Facility","10420 SW 26TH TERR","MIAMI","33165","(305) 742-8951","10"
"11969569","THE CLUB AT BOYNTON BEACH","Assisted Living Facility","623 S FEDERAL HIGHWAY","BOYNTON BEACH","33463","(561) 777-7194","95"
"11969570","LOVE VILLAGE USA, INC.","Assisted Living Facility","3241 SW 117 CT","MIAMI","33175","(786) 371-3893","6"
"11969571","CARE WAY","Assisted Living Facility","10307 BRISTOL PARK RD","CANTONMENT","32533","(850) 776-5416","5"
"11969572","LAUGH TO LIVE ALF INC","Assisted Living Facility","8635 SW 207 TERRACE","CUTLER BAY","33189","(305) 720-1870","6"
"11969573","THE GROVE AT CANOPY","Assisted Living Facility","2601 CRESTLINE RD","TALLAHASSEE","32308","(850) 219-2196","96"
"11969574","THE ADDISON OF ST. JOHNS","Assisted Living Facility","115 BENTON LN","SAINT AUGUSTINE","32092","(904) 671-0808","85"
"11969575","HIGHPOINT AT CAPE CORAL","Assisted Living Facility","1701 FOUR MILE COVE PKWY","CAPE CORAL","33904","(239) 677-3969","110"
"11969576","BELEN HOME CARE","Assisted Living Facility","4584 SUTTON TER S","WEST PALM BCH","33415-4653","(561) 433-1134","5"
"11969577","VIP ALF CORP","Assisted Living Facility","592 E 45TH ST","HIALEAH","33013","(786) 280-5166","6"
"11969578","ANNIES AT LAKE MAGDALENE LLC","Assisted Living Facility","13202 LAKE MAGDALENE BLVD","TAMPA","33618","(813) 485-0316","6"
"11969582","EDEN AT CRESTVIEW","Assisted Living Facility","575 W REDSTONE AVE","CRESTVIEW","32536","(850) 634-6000","66"
"11969588","R C DREAMS HOME CARE INC","Assisted Living Facility","12432 SW 259 ST","HOMESTEAD","33032","(786) 404-3321","6"
"11969589","ARMONIA ALF LLC","Assisted Living Facility","2704 NW 45TH PL","CAPE CORAL","33993","(305) 763-7274","6"
"11969590","CHATEAU MADELEINE LLC","Assisted Living Facility","205 HARDOON LANE","MELBOURNE","32940","(321) 701-8000","115"
"11969591","CERTUS WL OPCO LLC","Assisted Living Facility","11120 LAKE UNDERHILL ROAD","ORLANDO","32825","(407) 550-0021","70"
"11969592","VIDA HOLISTICA ALF CORP","Assisted Living Facility","8721 SW 56TH ST","MIAMI","33165","(305) 418-0440","6"
"11969594","GRAND LIVING AT LAKEWOOD RANCH","Assisted Living Facility","7230 UNIVERSITY PARKWAY","SARASOTA","34240","(941) 554-7230","200"
"11969596","CENTRAL FLORIDA ELDER CARE LLC","Assisted Living Facility","127 LEON COURT","KISSIMMEE","34743","(321) 245-0414","6"
"11969598","RIVERS EDGE ASSISTED LIVING LLC","Assisted Living Facility","1315 ROCKLEDGE DR","ROCKLEDGE","32955","(407) 272-1321","7"
"11969600","LA SHEKINAH ASSISTANCE LIVING LLC","Assisted Living Facility","1732 45 TERR SW","NAPLES","34116","(239) 692-1436","6"
"11969601","TWO SISTERS RETIREMENT HOME #2, INC","Assisted Living Facility","2401 SW 4TH AVE","MIAMI","33129","(786) 558-4570","6"
"11969602","ROSARIO ASSISTED LIVING FACILITY","Assisted Living Facility","2616 22ND ST W","LEHIGH ACRES","33971","(239) 265-3220","5"
"11969603","SILVER TREASURES AT PONTE VEDRA","Assisted Living Facility","119 DA VINCI BLVD","PONTE VEDRA","32081","(904) 326-0900","32"
"11969604","SWEET HOME ASSISTING LIVING CORP","Assisted Living Facility","13533 MADISON DOCK RD","ORLANDO","32828","(407) 271-4876","6"
"11969606","HOME SUITE HOME 3","Assisted Living Facility","6351 LINTON ST","JUPITER","33458","(561) 379-6433","6"
"11969608","HOGAR DE AMOR SENIOR CARE, CORP","Assisted Living Facility","12915 SW 21ST ST","MIAMI","33175","(786) 319-3651","6"
"11969609","SUNSHINE LOVE ALF INC","Assisted Living Facility","208 SW 22 ST","CAPE CORAL","33991","(645) 217-3837","6"
"11969610","LINDY CARE II INC","Assisted Living Facility","10968 NW 9TH MANOR","CORAL SPRINGS","33071","(954) 274-9565","6"
"11969612","MAGGYS HOME CARE III INC","Assisted Living Facility","12803 SW 53RD CT","MIRAMAR","33027","(786) 376-6364","6"
"11969613","GARDEN OASIS SENIOR LIVING","Assisted Living Facility","415 DAVID ST","WINTER SPRINGS","32708","(407) 529-4280","6"
"11969614","LOS JAZMINES ALF LLC","Assisted Living Facility","1220 SW 126 PLACE","MIAMI","33184","(786) 313-3735","6"
"11969615","NUEVA VIDA GARDENS ALF CORP","Assisted Living Facility","18078 NW 41ST CT","MIAMI GARDENS","33055","(786) 757-0065","6"
"11969616","AMERICAN HOUSE NAPLES","Assisted Living Facility","9015 BELLAIRE BAY DR","NAPLES","34120-5335","(239) 734-5639","142"
"11969617","HAVEN ALF INC","Assisted Living Facility","1514 HAVEN BEND","TAMPA","33613","(813) 598-2058","6"
"11969618","ALIS SWEET HOME INC","Assisted Living Facility","6400 SW 24TH ST","MIAMI","33155","(305) 803-2763","6"
"11969620","SPLENDID CARE ASSISTED LIVING, LLC","Assisted Living Facility","849 SOUTHEAST 12TH STREET","GAINESVILLE","32641","(352) 388-5765","5"
"11969621","ATRIUM AT LIBERTY PARK","Assisted Living Facility","1321 NE 24TH AVENUE","CAPE CORAL","33909","(239) 800-9787","156"
"11969622","SALMO 23 III LLC","Assisted Living Facility","808 WEST 1 AVENUE","HIALEAH","33010","(305) 614-0268","98"
"11969623","JACKIE'S UNIQUE CARE RESIDENTIAL ASSISTED LIVING","Assisted Living Facility","3621 ARALIA CT","WEST PALM BEACH","33406","(561) 707-0509","5"
"11969624","GOLDEN SWAN BY THE LAKE ALF","Assisted Living Facility","17331 SPRING TREE LANE","BOCA RATON","33487","(954) 867-8080","6"
"11969625","PROVIDENT HOUSE","Assisted Living Facility","4170 MUTTER ROAD","SAINT CLOUD","34769","(321) 443-5470","6"
"11969626","STRIVE AT FERN PARK","Assisted Living Facility","7255 STRIVE PL","FERN PARK","32730","(407) 848-1743","125"
"11969627","THE EBENEZER ALF II LLC","Assisted Living Facility","304 CHAUCER AVE","LEHIGH ACRES","33936","(239) 368-2101","10"
"11969628","PARAISO ALF LLC","Assisted Living Facility","4500 SW 114 CT","MIAMI","33165","(786) 399-9877","6"
"11969630","SEAGRASS VILLAGE OF PORT ORANGE","Assisted Living Facility","3875 YORKTOWNE BLVD","PORT ORANGE","32129","(386) 271-8793","75"
"11969632","THE CASCADES AT DELRAY SENIOR LIVING","Assisted Living Facility","2010 SW 11TH COURT","DELRAY BEACH","33445","(561) 454-2000","82"
"11969634","CHERRY BLOSSOM ASSISTED LIVING FACILITY","Assisted Living Facility","2810 CHERRY TREE LN","PLANT CITY","33565","(863) 513-2390","6"
"11969635","RITA DE ACACIAS ALF CORP","Assisted Living Facility","5241 LIMA PL","ORLANDO","32807","(321) 732-3311","6"
"11969636","FL MEMORY LANE LLC","Assisted Living Facility","108 LOUISIANA DR","PENSACOLA","32505","(423) 304-5512","10"
"11969637","NEUROINTERNATIONAL HEALTHCARE, LLC","Assisted Living Facility","60 BEARDED OAKS DR","SARASOTA","34232","(941) 251-0168","4"
"11969639","REVELATION ALF, CORP","Assisted Living Facility","8026 NW 162ND ST","MIAMI LAKES","33016","(305) 283-3630","6"
"11969641","SHELTON MANOR INC","Assisted Living Facility","9700 PENSACOLA BLVD","PENSACOLA","32534","(850) 982-3745","50"
"11969642","ARCADIA SENIOR LIVING PACE","Assisted Living Facility","3343 BERRYHILL RD","PACE","32571","(850) 905-9020","80"
"11969643","CLARYS #2 CORP","Assisted Living Facility","7760 SW 29 ST","MIAMI","33155","(786) 502-2102","6"
"11969645","MI NUEVA VIDA ALF INC","Assisted Living Facility","403 NORTHWEST BLVD","MIAMI","33126","(786) 313-3794","6"
"11969646","KENDALL HAVEN ALF LLC","Assisted Living Facility","13258 SW 62 TERR","MIAMI","33183","(305) 546-3036","10"
"11969647","ANNIES  AT LATANIA DR LLC","Assisted Living Facility","3413 LATANIA DR","TAMPA","33618","(813) 485-0316","6"
"11969648","LAS VILLAS ALF LLC","Assisted Living Facility","754 FESTIVAL AVE S","LEHIGH ACRES","33974","(239) 265-3220","5"
"11969649","ELITE GARDEN ROCKLEDGE LLC","Assisted Living Facility","821 GEORGIA AVE","ROCKLEDGE","32955","(407) 575-8652","6"
"11969651","T&V ASSISTED LIVING FACILTY LLC","Assisted Living Facility","2642 FLEMING AVE SW","PALM BAY","32908","(954) 200-5642","5"
"11969653","JACOB'S TENDER LOVING CARE ASSISTED LIVING LLC","Assisted Living Facility","7000 NW 6TH STREET","PLANTATION","33317","(754) 223-4165","6"
"11969654","MARINA ISLE ASSISTED LIVING","Assisted Living Facility","530 N PALMETTO AVE","SANFORD","32771","(407) 499-7300","115"
"11969655","ALEGRIA ALF LLC","Assisted Living Facility","1150 SW 103RD CT","MIAMI","33174","(305) 613-3625","6"
"11969656","COURTYARD GARDENS SENIOR LIVING","Assisted Living Facility","3005 S CONGRESS AVENUE","BOYNTON BEACH","33426","(561) 336-4958","116"
"11969657","ALSINA CORPORATION","Assisted Living Facility","5501 SW 144 CT","MIAMI","33175","(786) 803-8654","6"
"11969659","SUNRISE GARDENS OF DUNEDIN LLC","Assisted Living Facility","534 HOWELL ST","DUNEDIN","34698","(727) 453-1970","21"
"11969662","PARADISE OF ADORATION","Assisted Living Facility","5110 PEACHGREEN CT","TAMPA","33624","(813) 504-6072","6"
"11969663","TU HOGAR ALF LLC","Assisted Living Facility","8810 SW 21ST TERR","MIAMI","33165","(305) 877-8110","6"
"11969664","STEVENS GRANDPARENTS INC","Assisted Living Facility","10790 SW 43RD TERR","MIAMI","33165","(786) 409-2088","6"
"11969665","ALLEGRO","Assisted Living Facility","5901 LOXAHATCHEE ROAD","PARKLAND","33067","(954) 752-3450","138"
"11969669","SANCERRE AT ORANGE CITY","Assisted Living Facility","1101 PARC HILL BLVD","ORANGE CITY","32763","(386) 968-6222","99"
"11969670","BELMONT VILLAGE FT LAUDERDALE, LLC","Assisted Living Facility","1031 SEMINOLE DR","FORT LAUDERDALE","33304","(954) 524-8500","244"
"11969671","WATERCREST WINTER PARK ASSISTED LIVING AND MEMORY CARE","Assisted Living Facility","1501 GLENDON PARKWAY","WINTER PARK","32789","(321) 304-4898","118"
"11969672","FAMILY HOME ALF","Assisted Living Facility","1708 LOQUAT DRIVE","MELBOURNE","32901","(954) 662-1566","6"
"11969673","ABUELO FELIZ HOME 2 LLC","Assisted Living Facility","4535 W JEAN ST","TAMPA","33614","(813) 495-3660","5"
"11969675","PRESTIGE CARE ASSISTED LIVING LLC","Assisted Living Facility","4019 WENDY DRIVE","ORLANDO","32808","(321) 947-6372","5"
"11969678","PINEAPPLE HOUSE AT SAPPHIRE LAKES, THE","Assisted Living Facility","7901 RADIO RD","NAPLES","34104","(239) 259-0707","140"
"11969679","DAVID CARING HOME CORP","Assisted Living Facility","2601 CAMPUS HILL DR","TAMPA","33612","(813) 374-2817","6"
"11969682","FREEDOM OAKS ASSISTED LIVING INC","Assisted Living Facility","579 JOHNSON LAKE RD","DE LEON SPRINGS","32130","(386) 767-5556","10"
"11969683","LONG LIFE ALF LLC","Assisted Living Facility","245 NW 5TH AVE","HOMESTEAD","33030","(786) 601-7327","6"
"11969684","SWEET HOME OF TAMPA ALF","Assisted Living Facility","12209 N OLA AVE","TAMPA","33613","(813) 357-4456","6"
"11969685","BROWNS HOUSE ASSISTED LIVING FACILITY LLC","Assisted Living Facility","2241 SE MELALEUCA BLVD","PORT SAINT LUCIE","34952","(772) 207-7909","5"
"11969687","ROSE MARIE ALF, CORP","Assisted Living Facility","2540 SW 108 AVE","MIAMI","33165","(305) 221-8027","6"
"11969688","NAVARRE GARDENS, LLC","Assisted Living Facility","2640 HWY 87 SOUTH","NAVARRE","32566","(850) 710-7173","75"
